Rk,Year,Player,Pos,AV,School,College,HE,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
99,2013,Sanders Commings,CB,0,Georgia,College Stats,1-Jun,6'1,216,4.41,34.5,,117,7.1,4.3,Kansas City Chiefs / 5th / 134th pick / 2013
100,2013,Adrian Bushell,CB,,Louisville,College Stats,9-May,5'9,186,4.58,33,17,116,6.92,4.25,
101,2013,Johnthan Banks,CB,13,Mississippi State,College Stats,2-Jun,6'2,185,4.61,34,10,125,6.97,4.27,Tampa Bay Buccaneers / 2nd / 43rd pick / 2013
102,2013,Marc Anthony,CB,,California,College Stats,11-May,5'11,196,4.63,35,12,118,6.74,4.07,Baltimore Ravens / 7th / 247th pick / 2013
103,2013,David Amerson,CB,23,North Carolina State,College Stats,1-Jun,6'1,205,4.44,35.5,15,127,,,Washington Redskins / 2nd / 51st pick / 2013
104,2013,Robert Alford,CB,27,Southeastern Louisiana,,10-May,5'10,188,4.39,40,17,132,6.89,4.23,Atlanta Falcons / 2nd / 60th pick / 2013
105,2013,Johnny Adams,CB,0,Michigan State,College Stats,May-19,5'10,185,4.48,,16,,,,
106,2013,Dax Swanson,CB,,Sam Houston State,,10-May,5'10,186,4.56,33,15,122,,,
107,2013,Mike Edwards,CB,,Hawaii,College Stats,May-19,5'9,189,4.56,36,14,124,6.94,4.18,
108,2013,Greg Reid,CB,,Florida State,,May-19,5'8,190,4.46,,10,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
