Rk,Year,Player,Pos,AV,School,College,HE,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
23,2011,Cliff Matthews,DE,3,South Carolina,College Stats,3-Jun,6'3,257,4.81,32,17,112,7.21,4.37,Atlanta Falcons / 7th / 230th pick / 2011
24,2011,Corey Liuget,DT,48,Illinois,College Stats,2-Jun,6'2,298,4.97,27.5,27,102,7.48,4.68,San Diego Chargers / 1st / 18th pick / 2011
25,2011,Karl Klug,DE,15,Iowa,College Stats,3-Jun,6'3,275,4.85,,22,,,,Tennessee Titans / 5th / 142nd pick / 2011
26,2011,Ryan Kerrigan,DE,70,Purdue,College Stats,4-Jun,6'4,267,4.67,33.5,31,122,7.18,4.39,Washington Redskins / 1st / 16th pick / 2011
27,2011,Cameron Jordan,DE,79,California,College Stats,4-Jun,6'4,287,4.74,31,25,117,7.07,4.37,New Orleans Saints / 1st / 24th pick / 2011
28,2011,Jarvis Jenkins,DT,25,Clemson,College Stats,4-Jun,6'4,310,5.03,26.5,17,98,7.42,4.83,Washington Redskins / 2nd / 41st pick / 2011
29,2011,Cameron Heyward,DE,57,Ohio State,College Stats,5-Jun,6'5,294,4.95,30,,,,,Pittsburgh Steelers / 1st / 31st pick / 2011
30,2011,Lawrence Guy,DT,31,Arizona State,College Stats,4-Jun,6'4,305,4.96,29,28,,7.6,4.43,Green Bay Packers / 7th / 233rd pick / 2011
31,2011,John Graves,DT,,Virginia Tech,College Stats,3-Jun,6'3,286,5.09,28.5,29,114,7.49,4.49,
32,2011,Sione Fua,DT,5,Stanford,College Stats,1-Jun,6'1,308,5.28,24,30,101,7.54,4.54,Carolina Panthers / 3rd / 97th pick / 2011
33,2011,Nick Fairley,DT,26,Auburn,College Stats,4-Jun,6'4,291,4.84,31,,113,7.14,4.56,Detroit Lions / 1st / 13th pick / 2011
34,2011,Ricky Elmore,DE,0,Arizona,College Stats,4-Jun,6'4,255,4.88,31.5,26,106,7.25,4.32,Green Bay Packers / 6th / 197th pick / 2011
35,2011,Kenrick Ellis,DT,10,Hampton,,5-Jun,6'5,346,5.19,,26,,,,New York Jets / 3rd / 94th pick / 2011
36,2011,Demarcus Dobbs,DE,3,Georgia,College Stats,2-Jun,6'2,281,4.87,31,,107,7.22,4.37,
37,2011,Marcell Dareus,DT,62,Alabama,College Stats,3-Jun,6'3,319,4.93,27,24,,7.83,4.62,Buffalo Bills / 1st / 3rd pick / 2011
38,2011,Adrian Clayborn,DE,26,Iowa,College Stats,3-Jun,6'3,281,4.78,33,,113,7.3,4.13,Tampa Bay Buccaneers / 1st / 20th pick / 2011
39,2011,Ugo Chinasa,DE,,Oklahoma State,College Stats,5-Jun,6'5,264,4.63,28,22,117,7.07,4.39,
40,2011,Jurrell Casey,DT,75,Southern California,College Stats,1-Jun,6'1,300,5.04,27.5,26,101,7.51,4.78,Tennessee Titans / 3rd / 77th pick / 2011
41,2011,Da'Quan Bowers,DE,7,Clemson,College Stats,3-Jun,6'3,280,4.92,,22,,,,Tampa Bay Buccaneers / 2nd / 51st pick / 2011
42,2011,Jeremy Beal,DE,0,Oklahoma,College Stats,2-Jun,6'2,262,5.14,28.5,22,106,7.19,4.46,Denver Broncos / 7th / 247th pick / 2011
43,2011,Christian Ballard,DE,3,Iowa,College Stats,4-Jun,6'4,283,4.75,31.5,,111,7.54,4.51,Minnesota Vikings / 4th / 106th pick / 2011
44,2011,Brandon Bair,DE,2,Oregon,College Stats,6-Jun,6'6,276,4.92,28,26,114,7.07,4.37,
45,2011,Allen Bailey,DE,31,Miami (FL),College Stats,3-Jun,6'3,285,4.71,36.5,27,117,7.43,4.56,Kansas City Chiefs / 3rd / 86th pick / 2011
46,2011,Marvin Austin,DT,2,North Carolina,College Stats,2-Jun,6'2,309,4.84,30.5,38,112,7.33,4.4,New York Giants / 2nd / 52nd pick / 2011
47,2011,Pierre Allen,DE,,Nebraska,College Stats,3-Jun,6'3,273,4.78,,,,,,
48,2011,Colby Whitlock,DT,,Texas Tech,College Stats,2-Jun,6'2,302,5.27,30.5,25,105,7.73,4.75,
49,2011,Ladi Ajiboye,DT,,South Carolina,College Stats,1-Jun,6'1,297,5.3,24,23,91,7.72,4.71,
50,2011,Pep Levingston,DE,,LSU,,3-Jun,6'3,292,4.86,29.5,,104,7.29,4.62,
