Rk,Year,Player,Pos,AV,School,College,HE,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
41,2012,Michael Brockers,DT,50,LSU,College Stats,5-Jun,6'5,322,5.31,26.5,,105,7.46,4.81,St. Louis Rams / 1st / 14th pick / 2012
42,2012,Andre Branch,DE,23,Clemson,College Stats,4-Jun,6'4,259,4.67,32.5,19,120,7.19,4.25,Jacksonville Jaguars / 2nd / 38th pick / 2012
43,2012,Jake Bequette,DE,0,Arkansas,College Stats,5-Jun,6'5,274,4.75,34,,113,6.9,4.07,New England Patriots / 3rd / 90th pick / 2012
44,2012,Frank Alexander,DE,6,Oklahoma,College Stats,4-Jun,6'4,270,4.8,,,,,,Carolina Panthers / 4th / 103rd pick / 2012
45,2012,Chas Alecxih,DT,0,Pittsburgh,College Stats,4-Jun,6'4,296,5.31,25.5,19,99,7.74,4.62,
46,2012,Brett Roy,DT,,Nevada,College Stats,3-Jun,6'3,275,5,30.5,32,108,7.31,4.62,
47,2012,Jamie Blatnick,DE,,Oklahoma State,College Stats,3-Jun,6'3,263,4.81,32.5,28,112,7.22,4.2,
48,2012,Loni Fangupo,DT,,BYU,,1-Jun,6'1,323,5.12,31.5,36,99,7.94,4.62,
49,2012,Jamaar Jarrett,DE,,Arizona State,College Stats,5-Jun,6'5,265,4.96,30,21,114,,4.34,
50,2012,Vaughn Meatoga,DT,,Hawaii,College Stats,1-Jun,6'1,294,4.93,30,27,108,7.1,4.21,
51,2012,Rennie Moore,DT,,Clemson,College Stats,3-Jun,6'3,268,5,30.5,21,109,,4.53,
52,2012,Donte Paige-Moss,DE,,North Carolina,College Stats,3-Jun,6'3,268,4.67,,26,,,,
53,2012,Tydreke Powell,DT,,North Carolina,College Stats,2-Jun,6'2,311,5.28,28.5,29,99,7.31,4.62,
