Rk,Year,Player,Pos,AV,School,College,HE,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
15,2015,Vince Mayle,WR,0,Washington State,College Stats,2-Jun,6'2,224,4.67,35.5,,117,6.93,4.13,Cleveland Browns / 4th / 123rd pick / 2015
16,2015,Deon Long,WR,,Maryland,College Stats,Jun-00,6'1,192,4.51,34,12,120,6.98,4.27,
17,2015,Tyler Lockett,WR,31,Kansas State,College Stats,10-May,5'10,182,4.4,35.5,,121,6.89,4.07,Seattle Seahawks / 3rd / 69th pick / 2015
18,2015,Tony Lippett,WR,6,Michigan State,College Stats,2-Jun,6'2,192,4.61,36,10,114,6.92,4.13,Miami Dolphins / 5th / 156th pick / 2015
19,2015,Josh Harper,WR,,Fresno State,College Stats,1-Jun,6'1,191,4.64,32,13,108,7.15,4.36,
20,2015,Justin Hardy,WR,7,East Carolina,College Stats,10-May,5'10,192,4.56,36.5,11,114,6.63,4.21,Atlanta Falcons / 4th / 107th pick / 2015
21,2015,Rannell Hall,WR,0,Central Florida,College Stats,Jun-00,6'1,198,4.6,41,16,132,6.86,4.15,
22,2015,Rashad Greene,WR,2,Florida State,College Stats,11-May,5'11,182,4.53,36.5,,122,6.88,4.12,Jacksonville Jaguars / 5th / 139th pick / 2015
23,2015,Dorial Green-Beckham,WR,7,Oklahoma,College Stats,5-Jun,6'5,237,4.49,33.5,13,119,6.89,4.45,Tennessee Titans / 2nd / 40th pick / 2015
24,2015,Antwan Goodley,WR,,Baylor,College Stats,10-May,5'10,209,4.44,,,,,,
25,2015,Devin Funchess,WR,21,Michigan,College Stats,4-Jun,6'4,232,4.7,38.5,17,122,,,Carolina Panthers / 2nd / 41st pick / 2015
26,2015,Phillip Dorsett,WR,12,Miami (FL),College Stats,10-May,5'10,185,4.33,37,13,122,6.7,4.11,Indianapolis Colts / 1st / 29th pick / 2015
27,2015,Stefon Diggs,WR,32,Maryland,College Stats,Jun-00,6'1,195,4.46,35,,115,7.03,4.32,Minnesota Vikings / 5th / 146th pick / 2015
28,2015,Titus Davis,WR,,Central Michigan,College Stats,1-Jun,6'1,196,4.51,32.5,,119,7.14,4.28,
29,2015,Geremy Davis,WR,0,Connecticut,College Stats,2-Jun,6'2,216,4.49,36.5,23,124,6.86,4.18,New York Giants / 6th / 186th pick / 2015
30,2015,Jamison Crowder,WR,22,Duke,College Stats,8-May,5'8,185,4.56,37,10,115,7.17,4.32,Washington Redskins / 4th / 105th pick / 2015
31,2015,Amari Cooper,WR,33,Alabama,College Stats,1-Jun,6'1,211,4.42,33,,120,6.71,3.98,Oakland Raiders / 1st / 4th pick / 2015
32,2015,Chris Conley,WR,13,Georgia,College Stats,2-Jun,6'2,213,4.35,45,18,139,7.06,4.3,Kansas City Chiefs / 3rd / 76th pick / 2015
33,2015,Sammie Coates,WR,4,Auburn,College Stats,1-Jun,6'1,212,4.43,41,23,131,6.98,4.06,Pittsburgh Steelers / 3rd / 87th pick / 2015
34,2015,Kaelin Clay,WR,3,Utah,College Stats,10-May,5'10,195,4.51,33,10,113,6.97,4.26,Tampa Bay Buccaneers / 6th / 184th pick / 2015
35,2015,Da'Ron Brown,WR,,Northern Illinois,College Stats,Jun-00,6'1,205,4.54,37,17,120,7.04,4.11,Kansas City Chiefs / 7th / 233rd pick / 2015
36,2015,Kenny Bell,WR,,Nebraska,College Stats,1-Jun,6'1,197,4.42,41.5,7,129,6.66,4.15,Tampa Bay Buccaneers / 5th / 162nd pick / 2015
37,2015,Dres Anderson,WR,,Utah,College Stats,1-Jun,6'1,187,4.54,,13,,,,
38,2015,Mario Alford,WR,0,West Virginia,College Stats,8-May,5'8,180,4.43,34,13,121,6.64,4.07,Cincinnati Bengals / 7th / 238th pick / 2015
39,2015,Nelson Agholor,WR,19,Southern California,College Stats,Jun-00,6'1,198,4.42,,12,,,,Philadelphia Eagles / 1st / 20th pick / 2015
40,2015,Ross Scheuerman,WR,,Lafayette,,Jun-00,6'1,204,4.62,33,15,121,7.08,4.11,
41,2015,DaVaris Daniels,WR,,Notre Dame,,1-Jun,6'1,201,4.62,37,13,122,,,
42,2015,Devante Davis,WR,,UNLV,College Stats,3-Jun,6'3,220,4.57,35.5,16,115,7.25,4.12,
43,2015,Chris Jones,WR,,Alabama,,10-May,5'10,182,4.63,32.5,8,119,6.91,4.19,
44,2015,Dez Lewis,WR,,Central Arkansas,,4-Jun,6'4,214,4.58,33.5,16,119,7.11,4.28,
45,2015,Donatella Luckett,WR,,Harding,,Jun-00,6'1,211,4.4,34,17,118,7.51,4.5,
46,2014,Albert Wilson,WR,20,Georgia State,College Stats,9-May,5'9,202,4.43,37.5,10,123,7,4.21,
47,2014,Sammy Watkins,WR,33,Clemson,College Stats,1-Jun,6'1,211,4.43,34,16,126,6.95,4.34,Buffalo Bills / 1st / 4th pick / 2014
48,2014,L'Damian Washington,WR,,Missouri,College Stats,4-Jun,6'4,195,4.46,32,8,115,7.19,4.35,
49,2014,Devin Street,WR,1,Pittsburgh,College Stats,3-Jun,6'3,198,4.55,37,,124,6.89,4.01,Dallas Cowboys / 5th / 146th pick / 2014
50,2014,Josh Stewart,WR,,Oklahoma State,College Stats,10-May,5'10,178,4.69,35,11,117,7.1,4.33,
51,2014,Willie Snead,WR,23,Ball State,College Stats,11-May,5'11,195,4.62,33.5,11,113,7.19,4.39,
52,2014,Jalen Saunders,WR,0,Oklahoma,College Stats,9-May,5'9,165,4.44,34,,122,,,New York Jets / 4th / 104th pick / 2014
53,2014,Allen Robinson,WR,27,Penn State,College Stats,3-Jun,6'3,220,4.6,39,,127,7,4,Jacksonville Jaguars / 2nd / 61st pick / 2014
54,2014,Paul Richardson,WR,13,Colorado,College Stats,Jun-00,6'1,175,4.4,38,,124,7.09,,Seattle Seahawks / 2nd / 45th pick / 2014
55,2014,Tevin Reese,WR,,Baylor,College Stats,10-May,5'10,163,4.46,41,,132,6.63,4.18,San Diego Chargers / 7th / 240th pick / 2014
56,2014,Kevin Norwood,WR,1,Alabama,College Stats,2-Jun,6'2,198,4.48,33,8,121,6.68,4.32,Seattle Seahawks / 4th / 123rd pick / 2014
57,2014,Donte Moncrief,WR,20,Mississippi,College Stats,2-Jun,6'2,221,4.4,39.5,13,132,7.02,4.3,Indianapolis Colts / 3rd / 90th pick / 2014
58,2014,Jordan Matthews,WR,25,Vanderbilt,College Stats,3-Jun,6'3,212,4.46,35.5,21,120,6.95,4.18,Philadelphia Eagles / 2nd / 42nd pick / 2014
59,2014,Marcus Lucas,WR,,Missouri,College Stats,4-Jun,6'4,218,4.6,36,20,124,7.07,4.25,
60,2014,Marqise Lee,WR,18,Southern California,College Stats,Jun-00,6'1,192,4.52,38,,127,,4.01,Jacksonville Jaguars / 2nd / 39th pick / 2014
61,2014,Cody Latimer,WR,4,Indiana,College Stats,2-Jun,6'2,215,4.52,,23,,,,Denver Broncos / 2nd / 56th pick / 2014
62,2014,Jarvis Landry,WR,40,LSU,College Stats,11-May,5'11,205,4.65,28.5,12,110,,,Miami Dolphins / 2nd / 63rd pick / 2014
63,2014,T.J. Jones,WR,,Notre Dame,College Stats,Jun-00,6'1,188,4.46,33,,119,6.82,4.27,
64,2014,Jeff Janis,WR,2,Saginaw Valley State,,3-Jun,6'3,219,4.42,37.5,20,123,6.64,3.98,Green Bay Packers / 7th / 236th pick / 2014
65,2014,Allen Hurns,WR,22,Miami (FL),College Stats,1-Jun,6'1,198,4.55,31,14,120,7.23,4.5,
66,2014,Josh Huff,WR,6,Oregon,College Stats,11-May,5'11,206,4.51,35.5,14,116,,,Philadelphia Eagles / 3rd / 86th pick / 2014
67,2014,Cody Hoffman,WR,,BYU,College Stats,4-Jun,6'4,223,4.65,27.5,13,108,6.89,4.2,
68,2014,Robert Herron,WR,0,Wyoming,College Stats,9-May,5'9,193,4.48,35.5,18,125,6.84,4.27,Tampa Bay Buccaneers / 6th / 185th pick / 2014
69,2014,Matt Hazel,WR,0,Coastal Carolina,,1-Jun,6'1,198,4.5,36.5,15,118,7.08,4.2,Miami Dolphins / 6th / 190th pick / 2014
70,2014,Ryan Grant,WR,10,Tulane,College Stats,Jun-00,6'1,199,4.64,35.5,8,119,6.68,4.11,Washington Redskins / 5th / 142nd pick / 2014
71,2014,Jeremy Gallon,WR,,Michigan,College Stats,7-May,5'7,185,4.49,,15,,,,New England Patriots / 7th / 244th pick / 2014
72,2014,Austin Franklin,WR,,New Mexico State,College Stats,11-May,5'11,189,4.56,36,7,124,7.07,4.33,
73,2014,Bennie Fowler,WR,6,Michigan State,College Stats,1-Jun,6'1,217,4.52,36,,126,7.06,4.18,
74,2014,Shaquelle Evans,WR,,UCLA,College Stats,1-Jun,6'1,213,4.51,34.5,13,122,7.07,4.21,New York Jets / 4th / 115th pick / 2014
75,2014,Mike Evans,WR,46,Texas A&M,College Stats,5-Jun,6'5,231,4.53,37,12,,7.08,4.26,Tampa Bay Buccaneers / 1st / 7th pick / 2014
76,2014,Quincy Enunwa,WR,13,Nebraska,College Stats,2-Jun,6'2,225,4.41,,19,,,,New York Jets / 6th / 209th pick / 2014
77,2014,Bruce Ellington,WR,7,South Carolina,College Stats,9-May,5'9,197,4.45,39.5,15,120,6.69,3.95,San Francisco 49ers / 4th / 106th pick / 2014
78,2014,Mike Davis,WR,,Texas,College Stats,Jun-00,6'1,197,4.52,,10,,,,
79,2014,Damian Copeland,WR,,Louisville,College Stats,11-May,5'11,184,4.5,40,12,120,6.53,3.9,
80,2014,Brandin Cooks,WR,51,Oregon State,College Stats,10-May,5'10,189,4.33,36,16,120,6.76,3.81,New Orleans Saints / 1st / 20th pick / 2014
81,2014,Kain Colter,WR,,Northwestern,College Stats,10-May,5'10,198,4.71,,,,,,
82,2014,Brandon Coleman,WR,10,Rutgers,College Stats,6-Jun,6'6,225,4.56,32.5,21,,7.33,4.51,
83,2014,Michael Campanaro,WR,4,Wake Forest,College Stats,9-May,5'9,192,4.46,39,20,122,6.77,4.01,Baltimore Ravens / 7th / 218th pick / 2014
84,2014,Trey Burton,WR,10,Florida,College Stats,2-Jun,6'2,224,4.62,30,,112,7.14,4.32,
85,2014,Isaiah Burse,WR,0,Fresno State,College Stats,10-May,5'10,188,4.58,31,16,115,6.74,3.94,
86,2014,Martavis Bryant,WR,20,Clemson,College Stats,4-Jun,6'4,211,4.42,39,16,124,7.18,4.15,Pittsburgh Steelers / 4th / 118th pick / 2014
87,2014,Corey Brown,WR,11,Ohio State,College Stats,11-May,5'11,178,4.51,33,,116,7.16,4.22,
88,2014,John Brown,WR,27,Pittsburg State,,10-May,5'10,179,4.34,36.5,,119,6.91,4.12,Arizona Cardinals / 3rd / 91st pick / 2014
89,2014,Chris Boyd,WR,,Vanderbilt,College Stats,4-Jun,6'4,206,4.73,,12,,,,
90,2014,Kelvin Benjamin,WR,23,Florida State,College Stats,5-Jun,6'5,240,4.61,32.5,13,119,7.33,4.39,Carolina Panthers / 1st / 28th pick / 2014
91,2014,"Odell Beckham, Jr.",WR,45,LSU,College Stats,11-May,5'11,198,4.38,38.5,7,122,6.69,3.94,New York Giants / 1st / 12th pick / 2014
92,2014,Dri Archer,WR,0,Kent State,College Stats,8-May,5'8,173,4.26,38,20,122,6.86,4.06,Pittsburgh Steelers / 3rd / 97th pick / 2014
93,2014,Davante Adams,WR,37,Fresno State,College Stats,1-Jun,6'1,212,4.56,39.5,14,123,6.82,4.3,Green Bay Packers / 2nd / 53rd pick / 2014
94,2014,Jared Abbrederis,WR,1,Wisconsin,College Stats,1-Jun,6'1,195,4.5,30.5,4,117,6.8,4.08,Green Bay Packers / 5th / 176th pick / 2014
