Rk,Year,Player,Pos,AV,School,College,HE,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
33,2010,Clifton Geathers,DE,4,South Carolina,College Stats,7-Jun,6'7,299,4.98,36,26,112,7.69,,Cleveland Browns / 6th / 186th pick / 2010
34,2010,Carlos Dunlap,DE,65,Florida,College Stats,6-Jun,6'6,277,4.68,31.5,21,111,7.21,4.61,Cincinnati Bengals / 2nd / 54th pick / 2010
35,2010,Brandon Deaderick,DT,10,Alabama,College Stats,4-Jun,6'4,314,5.08,,,,,,New England Patriots / 7th / 247th pick / 2010
36,2010,Hall Davis,DE,0,Louisiana-Lafayette,College Stats,4-Jun,6'4,271,4.84,,28,,,,St. Louis Rams / 5th / 149th pick / 2010
37,2010,Jermaine Cunningham,DE,8,Florida,College Stats,3-Jun,6'3,266,4.89,,,,,,New England Patriots / 2nd / 53rd pick / 2010
38,2010,Terrence Cody,DT,14,Alabama,College Stats,4-Jun,6'4,354,5.71,20.5,,90,8.19,5.03,Baltimore Ravens / 2nd / 57th pick / 2010
39,2010,Alex Carrington,DE,8,Arkansas State,College Stats,5-Jun,6'5,285,4.92,,26,,,,Buffalo Bills / 3rd / 72nd pick / 2010
40,2010,Geno Atkins,DT,95,Georgia,College Stats,1-Jun,6'1,293,4.75,33,34,117,7.33,4.43,Cincinnati Bengals / 4th / 120th pick / 2010
41,2010,Tyson Alualu,DE,48,California,College Stats,2-Jun,6'2,295,4.87,35.5,21,116,7.15,4.43,Jacksonville Jaguars / 1st / 10th pick / 2010
42,2010,Lindsey Witten,DE,,Connecticut,College Stats,4-Jun,6'4,250,4.7,36.5,23,115,7.32,4.62,
43,2010,Lorenzo Washington,DT,,Alabama,College Stats,4-Jun,6'4,291,5.21,30,25,107,7.4,4.68,
44,2010,Rahim Alem,DE,,LSU,College Stats,3-Jun,6'3,251,4.75,30.5,,106,7.54,4.8,
45,2010,Charles Alexander,DT,,LSU,College Stats,4-Jun,6'4,300,5.4,,,,,,
46,2010,Kevin Basped,DE,,Nevada,College Stats,4-Jun,6'4,258,4.75,29,26,104,7.54,4.88,
47,2010,Greg Middleton,DE,,Indiana,College Stats,3-Jun,6'3,268,4.96,38,,116,7.65,4.69,
48,2010,Aleric Mullins,DT,,North Carolina,College Stats,1-Jun,6'1,321,4.95,,,,,,
49,2010,Vince Oghobaase,DT,,Duke,College Stats,5-Jun,6'5,303,5.46,26,27,90,7.84,,
