Rk,Year,Player,Pos,AV,School,College,HE,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
31,2013,Margus Hunt,DE,15,Southern Methodist,College Stats,8-Jun,6'8,277,4.62,34.5,38,121,7.07,4.51,Cincinnati Bengals / 2nd / 53rd pick / 2013
32,2013,Montori Hughes,DT,2,Tennessee-Martin,,4-Jun,6'4,329,5.23,26.5,22,104,7.85,4.7,Indianapolis Colts / 5th / 139th pick / 2013
33,2013,Jordan Hill,DT,6,Penn State,College Stats,1-Jun,6'1,303,5.23,22.5,28,103,7.49,4.51,Seattle Seahawks / 3rd / 87th pick / 2013
34,2013,Johnathan Hankins,DT,36,Ohio State,College Stats,3-Jun,6'3,320,5.31,26,,104,7.59,4.61,New York Giants / 2nd / 49th pick / 2013
35,2013,Cory Grissom,DT,,South Florida,College Stats,1-Jun,6'1,306,5.31,27.5,22,97,7.79,4.81,
36,2013,Malliciah Goodman,DE,5,Clemson,College Stats,4-Jun,6'4,276,4.87,31.5,26,114,,,Atlanta Falcons / 4th / 127th pick / 2013
37,2013,William Gholston,DE,24,Michigan State,College Stats,6-Jun,6'6,281,4.96,28.5,23,110,7.2,4.59,Tampa Bay Buccaneers / 4th / 126th pick / 2013
38,2013,Kwame Geathers,DT,0,Georgia,College Stats,5-Jun,6'5,342,5.44,26.5,,96,8.11,5.27,
39,2013,Sharrif Floyd,DT,13,Florida,College Stats,3-Jun,6'3,297,4.92,30,,106,7.4,4.75,Minnesota Vikings / 1st / 23rd pick / 2013
40,2013,Lavar Edwards,DE,1,LSU,College Stats,4-Jun,6'4,277,4.8,33,,119,7.03,4.51,Tennessee Titans / 5th / 142nd pick / 2013
41,2013,Quinton Dial,DT,17,Alabama,College Stats,5-Jun,6'5,318,5.29,,,,,,San Francisco 49ers / 5th / 157th pick / 2013
42,2013,Everett Dawkins,DT,0,Florida State,College Stats,2-Jun,6'2,292,5.06,30,23,103,7.61,4.88,Minnesota Vikings / 7th / 229th pick / 2013
43,2013,Tank Carradine,DE,7,Virginia Tech,College Stats,4-Jun,6'4,276,4.9,,28,,,,San Francisco 49ers / 2nd / 40th pick / 2013
44,2013,Michael Buchanan,DE,0,Illinois,College Stats,5-Jun,6'5,255,4.78,33,22,113,6.91,4.44,New England Patriots / 7th / 226th pick / 2013
45,2013,Armonty Bryant,DE,4,East Central (OK),,4-Jun,6'4,263,4.86,31.5,,118,7.32,5,Cleveland Browns / 7th / 217th pick / 2013
46,2013,Josh Boyd,DT,4,Mississippi State,College Stats,3-Jun,6'3,310,5.14,26.5,32,104,7.16,4.64,Green Bay Packers / 5th / 167th pick / 2013
47,2013,David Bass,DE,10,Missouri Western,,4-Jun,6'4,262,4.84,30.5,20,111,7.07,4.33,Oakland Raiders / 7th / 233rd pick / 2013
48,2013,T.J. Barnes,DT,2,Georgia Tech,College Stats,6-Jun,6'6,369,5.3,22,25,97,8.26,4.96,
49,2013,Ziggy Ansah,DE,41,BYU,College Stats,5-Jun,6'5,271,4.56,34.5,21,118,7.11,4.26,Detroit Lions / 1st / 5th pick / 2013
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
